PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description length,No. of meta descriptions,Is indexable page
20,https://aliimperiale.com/blog/how-to-have-casual-sex-without-catching-feelings.html,How to Have Casual Sex and Not Catch Feelings | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Casual sex sounds simple in theory, but catching feelings is real. Here's how to enjoy physical intimacy without the emotional spiral — or decide if casual isn't for you.",170,1,true
20,https://aliimperiale.com/orgasm-difficulty-calculator.html,Orgasm Difficulty Calculator — Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"A free, interactive Orgasm Difficulty Calculator to help you track patterns, understand contributing factors, and get personalized insights and educational recommendations.",172,1,true
20,https://aliimperiale.com/blog/why-group-sex-is-the-number-one-fantasy.html,Why Group Sex Is the #1 Fantasy (According to Science) | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Why is group sex the most common sexual fantasy worldwide? A research-backed, judgment-free look at why so many people fantasize about it and what it really means.",163,1,true
20,https://aliimperiale.com/sexual-positions-body-types-guide.html,Sexual Positions Guide for Different Body Types | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"A comprehensive, inclusive guide to sexual positions covering adaptive techniques, mobility considerations, height differences, plus-size modifications, and more.",162,1,true
20,https://aliimperiale.com/blog/what-kind-of-porn-did-you-watch.html,What Kind of Porn Did You Used to Watch? | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Let's have an honest, shame-free conversation about porn preferences — what they reveal about our desires, how they change over time, and why talking about it matters.",167,1,true
20,https://aliimperiale.com/workplace-sexual-harassment-prevention-study-2026.html,Workplace Sexual Harassment Prevention Study (2026) — Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Comprehensive analysis of workplace sexual harassment trends, prevention strategies, and organizational responses. Focus on evidence-based prevention and measurable outcomes.",174,1,true
20,https://aliimperiale.com/orgasm-gap-study-2026.html,The Orgasm Gap Study 2026: Statistics & Solutions — Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"An original, data-driven research study exploring the statistics, cultural factors, and actionable solutions behind the orgasm gap between men and women in 2026.",161,1,true
20,https://aliimperiale.com/sexual-satisfaction-mental-health-study-2026.html,Sexual Satisfaction and Mental Health Study 2026 — Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Original research study analyzing the correlation between sexual satisfaction and overall psychological wellness, covering depression, self-esteem, sleep, and relationships.",173,1,true
20,https://aliimperiale.com/orgasm-type-discovery-guide.html,Orgasm Type Discovery Quiz & Guide | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,Discover and understand the 12+ types of orgasms. Take our interactive quiz to learn about your sensitivity zones and get personalized recommendations and techniques.,166,1,true
20,https://aliimperiale.com/blog/our-experience-getting-a-happy-ending.html,Our Experience Getting a Happy Ending | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Ali and her partner share their honest experience getting a happy ending massage — what it was really like, how they navigated it as a couple, and what surprised them.",167,1,true
20,https://aliimperiale.com/sexual-wellness-chronic-conditions-disabilities-guide.html,Sexual Wellness for People with Chronic Conditions & Disabilities Guide | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"An inclusive guide to sexual wellness for individuals with physical disabilities, chronic illnesses, mental health conditions, and neurodivergence. Find adaptive techniques, communication scripts, and more.",206,1,true
20,https://aliimperiale.com/blog/how-to-rebuild-sexual-confidence.html,How to Rebuild Your Sexual Confidence After a Breakup | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"An honest, judgment-free guide to rediscovering your body, reclaiming your sexual energy, and rebuilding your confidence in the bedroom after a relationship ends.",162,1,true
20,https://aliimperiale.com/relationship-milestone-tracker.html,Relationship Milestone & Goal Tracker | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"An interactive tool for couples to set, track, and celebrate relationship goals and milestones. Track communication, intimacy, life goals, travel, and finances together.",169,1,true
20,https://aliimperiale.com/relationship-compatibility-quiz.html,Relationship Compatibility Test & Couples Quiz — Ali Imperiale,text/html; charset=utf-8,false,200,0,0,"Take this comprehensive relationship compatibility test and couples compatibility quiz. A free relationship assessment tool covering communication, intimacy, and goals.",168,1,true
20,https://aliimperiale.com/blog/sex-toys-new-career.html,Sex Toys I Have to Test — This Is My New Career | Ali Imperiale,text/html; charset=utf-8,false,200,0,0,What's it like testing sex toys for a living? A behind-the-scenes look at what it means to review pleasure products professionally — the fun parts and the awkward ones.,168,1,true
